r delAd derivDelAd
90 3.224800411570256e-01 3.899907200754531e-01  1.006730647069178e-02
91 3.240583082646108e-01 3.900066826948702e-01  1.015759692648582e-02
92 3.264948501127211e-01 3.900315660910071e-01  1.026011904601352e-02
93 3.287910457327581e-01 3.900551968375349e-01  1.031577730684407e-02
94 3.313763215242425e-01 3.900818963412265e-01  1.033087843105585e-02
95 3.336752627063182e-01 3.901056367701948e-01  1.032276784625121e-02
96 3.348352852016211e-01 3.901176093762867e-01  1.031932925098255e-02
97 3.371527228094452e-01 3.901415170019700e-01  1.031377315303552e-02
98 3.383102222478853e-01 3.901534539197550e-01  1.031165354233840e-02
99 3.406230930539758e-01 3.901772997209926e-01  1.030872632096031e-02
100 3.429334445713972e-01 3.902011148006332e-01  1.030754304296309e-02
101 3.455569273486954e-01 3.902281569764101e-01  1.030830888098532e-02
102 3.480326983966840e-01 3.902536952690804e-01  1.032835717439732e-02
103 3.507253604403113e-01 3.902815815428703e-01  1.039163696673340e-02
104 3.522531183432213e-01 3.902974977817037e-01  1.044675630328643e-02
105 3.543116684977665e-01 3.903190977102115e-01  1.054302757711238e-02
106 3.563701169081676e-01 3.903409207304144e-01  1.066455029344129e-02
107 3.581595898729650e-01 3.903601146925584e-01  1.079071476105212e-02
108 3.599493808096094e-01 3.903795549773789e-01  1.093599329152403e-02
109 3.617396724466987e-01 3.903992657466070e-01  1.108000657816498e-02
110 3.635306471354121e-01 3.904192225593658e-01  1.120235192974196e-02
111 3.657806602156867e-01 3.904445727013952e-01  1.132526134041197e-02
112 3.680323974080181e-01 3.904701804914585e-01  1.141393361681202e-02
113 3.699188015481706e-01 3.904917607020971e-01  1.146178109060759e-02
114 3.718068774351059e-01 3.905134276382736e-01  1.148553482118427e-02
115 3.740818064632185e-01 3.905395591314868e-01  1.148208055994695e-02
116 3.763598361833609e-01 3.905656941400156e-01  1.146425582730552e-02
117 3.778484511639976e-01 3.905827535580155e-01  1.145605029727972e-02
118 3.808305841661522e-01 3.906169020042872e-01  1.144779727804728e-02
119 3.823242652667128e-01 3.906340009997881e-01  1.144776788818283e-02
120 3.854066882631105e-01 3.906692981190681e-01  1.145636694483866e-02
121 3.869511867993348e-01 3.906869987995155e-01  1.146506291637646e-02
122 3.884980507724509e-01 3.907047423202046e-01  1.147670794281149e-02
123 3.909837299650508e-01 3.907333033188715e-01  1.150670501578799e-02
124 3.922291068245961e-01 3.907476465755305e-01  1.152844536827977e-02
125 3.944317511670963e-01 3.907730914960308e-01  1.157786596224752e-02
126 3.973049706105731e-01 3.908064744097575e-01  1.166339646476053e-02
127 3.987455502119007e-01 3.908233130946703e-01  1.171525551410323e-02
128 4.013135653529361e-01 3.908535317628100e-01  1.182256897764399e-02
129 4.030844751115039e-01 3.908745424823513e-01  1.190767064582996e-02
130 4.063163487779794e-01 3.909133071488507e-01  1.208633193376942e-02
131 4.089136090698871e-01 3.909448853564927e-01  1.222431284406070e-02
132 4.102163587214436e-01 3.909608479306542e-01  1.228017434484542e-02
133 4.128305417075713e-01 3.909930697329628e-01  1.236536889524428e-02
134 4.154807027099574e-01 3.910259139774401e-01  1.241508377506660e-02
135 4.181678444444323e-01 3.910593006665475e-01  1.242781371065820e-02
136 4.195165593614320e-01 3.910760579838206e-01  1.241990294745270e-02
137 4.222247887248018e-01 3.911096420309435e-01  1.237515333592088e-02
138 4.247773294814180e-01 3.911411697918952e-01  1.233442562761557e-02
139 4.275152480009383e-01 3.911749300273032e-01  1.233433699647085e-02
140 4.297518770412871e-01 3.912025491200811e-01  1.236775261127628e-02
141 4.318264721795497e-01 3.912282627953544e-01  1.242566746239717e-02
142 4.344395235848433e-01 3.912608662278875e-01  1.253548156326343e-02
143 4.367296485954975e-01 3.912897169265996e-01  1.266552164208280e-02
144 4.377944951955942e-01 3.913032410766092e-01  1.273673949159824e-02
145 4.402095091676209e-01 3.913341883513003e-01  1.288548892688043e-02
146 4.426423961014882e-01 3.913656775617815e-01  1.299386496104938e-02
147 4.453655609331459e-01 3.914011717761296e-01  1.306579825998692e-02
148 4.475585381438471e-01 3.914298529038924e-01  1.308581580056623e-02
149 4.503185987654569e-01 3.914659512988842e-01  1.306293757097235e-02
150 4.519850138005960e-01 3.914876891653370e-01  1.302318614008004e-02
151 4.542194676673230e-01 3.915167016187758e-01  1.293923407768904e-02
152 4.564687393610001e-01 3.915457028209394e-01  1.285341306568624e-02
153 4.587445976884991e-01 3.915748881002338e-01  1.279988214471567e-02
154 4.613326609898090e-01 3.916079795672908e-01  1.277971657424433e-02
155 4.633678625435092e-01 3.916339991500624e-01  1.279428743482736e-02
156 4.659133535469691e-01 3.916666291909112e-01  1.285021931579352e-02
157 4.688771763295013e-01 3.917048756916351e-01  1.296814833778962e-02
158 4.720715584861399e-01 3.917465879595164e-01  1.315886739838430e-02
159 4.750130707264107e-01 3.917855681141125e-01  1.333448020272267e-02
160 4.779310904771216e-01 3.918246594774581e-01  1.344862574198519e-02
161 4.795208421213598e-01 3.918460712251581e-01  1.348563837570764e-02
162 4.816550720372333e-01 3.918748815998106e-01  1.350740745787736e-02
163 4.838064325786668e-01 3.919039354978198e-01  1.349696266877312e-02
164 4.863252431486091e-01 3.919378737024105e-01  1.344341046344048e-02
165 4.888688077989367e-01 3.919719512169618e-01  1.334409791470171e-02
166 4.907932977590589e-01 3.919975346023302e-01  1.323875026628002e-02
167 4.946874894823425e-01 3.920486695094728e-01  1.303546040902312e-02
168 4.966580170216188e-01 3.920742790320895e-01  1.296018482179559e-02
169 4.983602139283119e-01 3.920962952171392e-01  1.291008623970164e-02
170 5.014427788677380e-01 3.921359941843982e-01  1.285457662230796e-02
171 5.044242694866562e-01 3.921742937520776e-01  1.284405479818125e-02
172 5.062060912223046e-01 3.921971897686230e-01  1.285803114367788e-02
173 5.093586723280388e-01 3.922378108116817e-01  1.291990132927107e-02
174 5.134793293518591e-01 3.922912589748235e-01  1.301661452905467e-02
175 5.169742888107766e-01 3.923368596541660e-01  1.307485934585959e-02
176 5.202702180728858e-01 3.923800163581758e-01  1.310978748554272e-02
177 5.236027013459436e-01 3.924237359735298e-01  1.312536524040121e-02
178 5.255777735217750e-01 3.924496605318660e-01  1.312523080879879e-02
179 5.297165619964510e-01 3.925039462711565e-01  1.310233865918309e-02
180 5.328522005507232e-01 3.925449759140200e-01  1.306461313239466e-02
181 5.349291457204044e-01 3.925720775058661e-01  1.303250483982385e-02
182 5.390664852061693e-01 3.926258526098040e-01  1.296079094963031e-02
183 5.410470418701987e-01 3.926514849668651e-01  1.292280739987498e-02
184 5.446480317208362e-01 3.926978869559924e-01  1.284768583813718e-02
185 5.478502609878951e-01 3.927389123643182e-01  1.277431344163000e-02
186 5.512323980791820e-01 3.927819763831355e-01  1.269010342726450e-02
187 5.543416977748798e-01 3.928213054102206e-01  1.260660010461847e-02
188 5.577941681818982e-01 3.928646667550614e-01  1.251331526922803e-02
189 5.610956541672695e-01 3.929058389414055e-01  1.242910817592670e-02
190 5.629422593845552e-01 3.929287488428514e-01  1.238413991163657e-02
191 5.663432395506692e-01 3.929707315552636e-01  1.230532017520339e-02
192 5.693336522680501e-01 3.930074313232752e-01  1.224029979674072e-02
193 5.739809831474331e-01 3.930640959859639e-01  1.214720947423088e-02
194 5.770510237245184e-01 3.931013010858833e-01  1.209102450656583e-02
195 5.797639186039091e-01 3.931340389262506e-01  1.204432139181914e-02
196 5.830616351941841e-01 3.931736679919794e-01  1.199045586814704e-02
197 5.869867285150867e-01 3.932206125033016e-01  1.193049826670972e-02
198 5.908968689785951e-01 3.932671529718705e-01  1.187525987093480e-02
199 5.935101942942890e-01 3.932981414785157e-01  1.184084044048773e-02
200 5.973745119124141e-01 3.933438055875011e-01  1.179361369133384e-02
201 5.999551326679171e-01 3.933742024633071e-01  1.176451324130564e-02
202 6.033827186613134e-01 3.934144684534109e-01  1.173252167642708e-02
203 6.068221503260249e-01 3.934547818997319e-01  1.171120153573252e-02
204 6.099670829505308e-01 3.934915946827797e-01  1.170115990630951e-02
205 6.127530862836749e-01 3.935241906239701e-01  1.169980740353429e-02
206 6.148350061838574e-01 3.935485517631593e-01  1.170342319795916e-02
207 6.175347766658199e-01 3.935801611070452e-01  1.171400526454011e-02
208 6.208286004580601e-01 3.936187783622141e-01  1.173592800951237e-02
209 6.236741018436952e-01 3.936522095001717e-01  1.176284171487302e-02
210 6.256097537727714e-01 3.936749998654903e-01  1.178590459444494e-02
211 6.290016764692161e-01 3.937150597204172e-01  1.183712446223725e-02
212 6.307343222888044e-01 3.937355960123157e-01  1.186859780543653e-02
213 6.330846513980318e-01 3.937635467446844e-01  1.191702967042257e-02
214 6.342776861554456e-01 3.937777801788453e-01  1.194414169557901e-02
215 6.354830526666836e-01 3.937921946234424e-01  1.197326267934008e-02
216 6.362428154212948e-01 3.938012987308169e-01  1.199251091972550e-02
217 6.370076075384037e-01 3.938104751572978e-01  1.200088437606255e-02
218 6.377775146379138e-01 3.938197106181973e-01  1.198638628482502e-02
219 6.385526246038381e-01 3.938289882290415e-01  1.194855254476748e-02
220 6.399111895731929e-01 3.938451459702204e-01  1.182599220390993e-02
221 6.405966099580717e-01 3.938532222800312e-01  1.173697322009864e-02
222 6.412862060273991e-01 3.938612798866093e-01  1.162901272841626e-02
223 6.423560040945741e-01 3.938736154189340e-01  1.142500674125985e-02
224 6.434360938759890e-01 3.938858246443745e-01  1.117587737661565e-02
225 6.442530666046765e-01 3.938948684169186e-01  1.095988445433567e-02
226 6.450760796814139e-01 3.939037907829829e-01  1.071829914316567e-02
227 6.459052458216866e-01 3.939125687198401e-01  1.045055310924328e-02
228 6.467406809562407e-01 3.939211781916537e-01  1.015605955577148e-02
229 6.484308368638861e-01 3.939377902053568e-01  9.484386481221163e-03
230 6.492858085827746e-01 3.939457391558623e-01  9.105933094995095e-03
231 6.497158241490923e-01 3.939496129689459e-01  8.912199645984289e-03
232 6.501475482459018e-01 3.939534197336945e-01  8.724032250792661e-03
233 6.510161896120595e-01 3.939608398503955e-01  8.364670441349142e-03
234 6.518918712506122e-01 3.939680155038497e-01  8.028409107566567e-03
235 6.527747357636267e-01 3.939749635655689e-01  7.715829853907213e-03
236 6.536649304127768e-01 3.939817018345723e-01  7.427535201779428e-03
237 6.548635215074511e-01 3.939903924477510e-01  7.082001280238746e-03
238 6.560757867091129e-01 3.939987700486208e-01  6.730462273682023e-03
239 6.573021154239099e-01 3.940067779133000e-01  6.320292336643170e-03
240 6.593061488827161e-01 3.940186784883864e-01  5.531910081266522e-03
241 6.634338794895610e-01 3.940374222564347e-01  3.446362779282621e-03
242 6.655615904543372e-01 3.940433824282362e-01  2.128535436333229e-03
243 6.677347671031536e-01 3.940463915185838e-01  6.120487766670201e-04
244 6.688391531413450e-01 3.940466095359161e-01 -2.246442551203013e-04
245 6.699558245361744e-01 3.940458812401039e-01 -1.073070269335566e-03
246 6.710851134782018e-01 3.940442041497894e-01 -1.890257757458642e-03
247 6.728034689309184e-01 3.940399417266254e-01 -3.054949123683647e-03
248 6.739658592742225e-01 3.940359598942523e-01 -3.788912014783703e-03
249 6.745522438437774e-01 3.940336338763483e-01 -4.142664378756384e-03
250 6.757356417144690e-01 3.940283245331422e-01 -4.822870242560409e-03
251 6.763327597534611e-01 3.940253467776482e-01 -5.148975022935795e-03
252 6.769335610467776e-01 3.940221575986583e-01 -5.465506809713363e-03
253 6.781464335280958e-01 3.940151153701193e-01 -6.174069956847505e-03
254 6.787586201496513e-01 3.940112094301361e-01 -6.593451949514008e-03
255 6.793747184813751e-01 3.940070064714867e-01 -7.057331587916818e-03
256 6.806188913867260e-01 3.939975813479279e-01 -8.122008028001707e-03
257 6.812470925842766e-01 3.939922921086023e-01 -8.724577495411733e-03
258 6.818794565293584e-01 3.939865716174354e-01 -9.375189822145915e-03
259 6.825160483256141e-01 3.939803831441095e-01 -1.007479163939426e-02
260 6.831569380872017e-01 3.939736980330317e-01 -1.077993450699476e-02
261 6.838021947667665e-01 3.939665249540289e-01 -1.144598153679931e-02
262 6.844518907681328e-01 3.939588827325853e-01 -1.207210567075245e-02
263 6.855774336384866e-01 3.939447315305747e-01 -1.305111447279552e-02
264 6.861453114352822e-01 3.939371926715292e-01 -1.349418983117702e-02
265 6.867166585973739e-01 3.939293636480804e-01 -1.390554052844837e-02
266 6.878699653551426e-01 3.939128946247836e-01 -1.463066356198721e-02
267 6.884520335225520e-01 3.939042812191011e-01 -1.496724419838485e-02
268 6.890377843940549e-01 3.938954119261382e-01 -1.531832267971432e-02
269 6.902205558938520e-01 3.938768572298023e-01 -1.606505540179283e-02
270 6.908176950758118e-01 3.938671464993002e-01 -1.646127160845489e-02
271 6.914187508302496e-01 3.938571292432674e-01 -1.687310816158387e-02
272 6.920237826818062e-01 3.938467917401194e-01 -1.730086318044660e-02
273 6.926328577412411e-01 3.938361196869213e-01 -1.774484730523852e-02
274 6.937107891329491e-01 3.938165822396383e-01 -1.848632715841582e-02
275 6.942546037572389e-01 3.938064376832940e-01 -1.881778590417480e-02
276 6.948017141612659e-01 3.937960576258364e-01 -1.912241212346402e-02
277 6.954418090411041e-01 3.937837130434386e-01 -1.944209018675463e-02
278 6.960864986597597e-01 3.937710858872037e-01 -1.972403843051343e-02
279 6.967358635865223e-01 3.937581965595927e-01 -1.996742569313060e-02
280 6.973899862001962e-01 3.937450664504059e-01 -2.017139482949868e-02
281 6.982214793759227e-01 3.937281794717122e-01 -2.046837608964714e-02
282 6.986401672940101e-01 3.937195692951810e-01 -2.066636067465025e-02
283 6.990608442412750e-01 3.937108278666965e-01 -2.089796496833904e-02
284 7.000252133626773e-01 3.936903727337888e-01 -2.155251695693559e-02
285 7.010002738920096e-01 3.936689640473185e-01 -2.238934127194600e-02
286 7.014919018135776e-01 3.936578385347594e-01 -2.287800394104180e-02
287 7.019863109954472e-01 3.936463966672342e-01 -2.341454923095374e-02
288 7.024835391569212e-01 3.936346210176325e-01 -2.393748690216383e-02
289 7.029836229517409e-01 3.936225353205073e-01 -2.438391033781556e-02
290 7.039482082561958e-01 3.935986844541818e-01 -2.501974072487632e-02
291 7.049236748776656e-01 3.935740874160722e-01 -2.536101637221623e-02
292 7.055580487451651e-01 3.935579735148306e-01 -2.542013416827850e-02
293 7.061971460118621e-01 3.935417430734602e-01 -2.534993087016680e-02
294 7.068410587036313e-01 3.935254780170228e-01 -2.514748033270333e-02
295 7.074898707464502e-01 3.935092643285301e-01 -2.480976398061358e-02
296 7.086143931025330e-01 3.934819323890457e-01 -2.364743040309863e-02
297 7.091823276315746e-01 3.934687572080370e-01 -2.271023159676733e-02
298 7.097541318838362e-01 3.934560977006620e-01 -2.152922928478903e-02
299 7.107818289186475e-01 3.934353046808923e-01 -1.880778866908515e-02
300 7.113004896762288e-01 3.934259733000557e-01 -1.714214283781915e-02
301 7.118224289760953e-01 3.934175065757934e-01 -1.526810531256000e-02
302 7.125247801013723e-01 3.934077575746761e-01 -1.243303828038552e-02
303 7.132332163728432e-01 3.933999736338962e-01 -9.616859585850903e-03
304 7.137701407726268e-01 3.933953142839805e-01 -7.781869141708336e-03
305 7.143106483479843e-01 3.933915486623214e-01 -6.195383762217247e-03
306 7.148548023466238e-01 3.933885520994662e-01 -4.862466946707980e-03
307 7.154026644815060e-01 3.933861946452245e-01 -3.788343417692990e-03
308 7.165097632356789e-01 3.933828492274047e-01 -2.438163048251332e-03
309 7.170691385179185e-01 3.933815725051323e-01 -2.173351991099426e-03
310 7.176324811894601e-01 3.933803841950138e-01 -2.044267221639633e-03
311 7.182832065246429e-01 3.933791047743668e-01 -1.886471406955961e-03
312 7.189393459832673e-01 3.933779217607312e-01 -1.717932710611849e-03
313 7.195536365982634e-01 3.933769171261904e-01 -1.551561067061951e-03
314 7.201727800044545e-01 3.933760105630736e-01 -1.375476803835037e-03
315 7.207968736258734e-01 3.933752097396970e-01 -1.189451960383217e-03
316 7.214260110788571e-01 3.933745226726004e-01 -9.932528448284444e-04
317 7.226027433854892e-01 3.933735989197327e-01 -5.560954186730483e-04
318 7.237977302660749e-01 3.933732627793351e-01  1.484017712434398e-05
319 7.262484117324218e-01 3.933751145038384e-01  1.586056620227589e-03
320 7.278704964988986e-01 3.933787389005964e-01  2.922056294072227e-03
321 7.295285611937107e-01 3.933848840089254e-01  4.531393065542019e-03
322 7.318003322786812e-01 3.933980497729652e-01  7.136441419556348e-03
323 7.339786785131736e-01 3.934167119906960e-01  1.006873329881700e-02
324 7.360495714855501e-01 3.934404404604557e-01  1.274189784116128e-02
325 7.381851375575605e-01 3.934700067960611e-01  1.483532633476830e-02
326 7.388658297489362e-01 3.934802878981398e-01  1.536105714780329e-02
327 7.395465219403118e-01 3.934909035759391e-01  1.581837190248713e-02
328 7.402272141316875e-01 3.935018072591828e-01  1.620727059881981e-02
329 7.407106889483358e-01 3.935097011851170e-01  1.644193916200231e-02
330 7.411941637649843e-01 3.935177002238952e-01  1.664209301530615e-02
331 7.416776385816325e-01 3.935257876885243e-01  1.680773215873129e-02
332 7.421714843646326e-01 3.935341207985354e-01  1.693048766945288e-02
333 7.426653301476326e-01 3.935425003035360e-01  1.699562478103794e-02
334 7.431591759306327e-01 3.935508977489228e-01  1.700314349348653e-02
335 7.441066147121038e-01 3.935669543497725e-01  1.685626249890965e-02
336 7.450540534935749e-01 3.935827713278379e-01  1.649731073890903e-02
337 7.460014922750459e-01 3.935981477590512e-01  1.592628821348469e-02
338 7.466055882888519e-01 3.936076296920697e-01  1.545148137231642e-02
339 7.472096843026579e-01 3.936168227056251e-01  1.500940094325727e-02
340 7.478137803164637e-01 3.936257944715750e-01  1.471898984635005e-02
341 7.484346771633751e-01 3.936348815587046e-01  1.457855719574796e-02
342 7.490555740102863e-01 3.936439311926087e-01  1.459834750236362e-02
343 7.496764708571978e-01 3.936530428552162e-01  1.477836076619710e-02
344 7.502693612325286e-01 3.936618928738847e-01  1.509979957626901e-02
345 7.508622516078596e-01 3.936709767796179e-01  1.556733314489787e-02
346 7.514551419831904e-01 3.936803640050220e-01  1.609400321865624e-02
347 7.525941902459138e-01 3.936992373963318e-01  1.702776116611239e-02
348 7.537332385086372e-01 3.937191158996923e-01  1.785883107260315e-02
349 7.548722867713605e-01 3.937398825484688e-01  1.858721293812838e-02
350 7.554649266566752e-01 3.937509997077581e-01  1.892557249006308e-02
351 7.560575665419901e-01 3.937623091552392e-01  1.923613379753242e-02
352 7.566502064273047e-01 3.937737944165640e-01  1.951889686053606e-02
353 7.571720255822257e-01 3.937840352087405e-01  1.971936366047794e-02
354 7.576938447371466e-01 3.937943616831109e-01  1.984729490023409e-02
355 7.582156638920674e-01 3.938047359892303e-01  1.990269057980457e-02
356 7.587502755105433e-01 3.938153746533690e-01  1.988421960690441e-02
357 7.592848871290191e-01 3.938259830912255e-01  1.978961304342734e-02
358 7.598194987474948e-01 3.938365205998282e-01  1.961887088937346e-02
359 7.608509536378594e-01 3.938565000895904e-01  1.907429887204089e-02
360 7.618824085282240e-01 3.938758621100533e-01  1.850922917131068e-02
361 7.629138634185885e-01 3.938947663052252e-01  1.818657165251278e-02
362 7.634083575670957e-01 3.939037401715267e-01  1.811785073766004e-02
363 7.639028517156029e-01 3.939126938312398e-01  1.810484535403313e-02
364 7.643973458641101e-01 3.939216548353691e-01  1.814755550163203e-02
365 7.649034143844603e-01 3.939308619378543e-01  1.824895229476799e-02
366 7.654094829048104e-01 3.939401351196929e-01  1.840870335358478e-02
367 7.659155514251604e-01 3.939494935851708e-01  1.856558986650379e-02
368 7.668905267249378e-01 3.939676731776409e-01  1.868718397492202e-02
369 7.678655020247153e-01 3.939858553695738e-01  1.857092223307332e-02
370 7.688404773244927e-01 3.940038082573905e-01  1.821680464095768e-02
371 7.693071452507443e-01 3.940122523856837e-01  1.796313673244884e-02
372 7.697738131769958e-01 3.940205654201795e-01  1.765497559812971e-02
373 7.702404811032473e-01 3.940287219306375e-01  1.729232123800031e-02
374 7.706702082805560e-01 3.940360724576228e-01  1.691018051611393e-02
375 7.710999354578649e-01 3.940432562382786e-01  1.653348063572320e-02
376 7.715296626351739e-01 3.940502904071398e-01  1.621386991494903e-02
377 7.722982624147509e-01 3.940625757144846e-01  1.578459020085884e-02
378 7.730668621943281e-01 3.940746012616428e-01  1.553793897316064e-02
379 7.738354619739051e-01 3.940865074168292e-01  1.547391623185457e-02
380 7.745433598025326e-01 3.940974885434152e-01  1.557651262381889e-02
381 7.752512576311600e-01 3.941085971317425e-01  1.583402961530252e-02
382 7.759591554597874e-01 3.941199159743465e-01  1.613257187075795e-02
383 7.763222371506143e-01 3.941257966612532e-01  1.625742211364165e-02
384 7.766853188414413e-01 3.941317191989022e-01  1.636310259394256e-02
385 7.770484005322683e-01 3.941376766271039e-01  1.644961331166062e-02
386 7.776874876579708e-01 3.941482263042037e-01  1.655532019039182e-02
387 7.783265747836734e-01 3.941588245588676e-01  1.660163503859758e-02
388 7.789656619093760e-01 3.941694334344139e-01  1.658855785627789e-02
389 7.797933041838405e-01 3.941831743044941e-01  1.665786043270954e-02
390 7.806209464583050e-01 3.941970757355864e-01  1.697655401610626e-02
391 7.814485887327697e-01 3.942113441342310e-01  1.754463860646823e-02
392 7.822271124453054e-01 3.942252853523799e-01  1.830663782811310e-02
393 7.830056361578412e-01 3.942399057025854e-01  1.928930494246805e-02
394 7.837841598703772e-01 3.942553769800345e-01  2.049263994953289e-02
395 7.842910015952079e-01 3.942659881405179e-01  2.139464073205633e-02
396 7.847978433200385e-01 3.942770437416678e-01  2.217452298804368e-02
397 7.853046850448692e-01 3.942884090230545e-01  2.261664050740560e-02
